Component,mean,std,count
LTE/Fitting,0.3667853207142408,0.1339931393899386,7
LTE/Trajectory Update,0.03294500371423829,0.021062510753667663,7
PCD_dynamic/PCD Message Handling & Preprocessing,1.9229005297276186e-06,2.6391589449739543e-06,382
PCD_keypoints/Keypoints entire pipeline,0.00035571685709454286,0.0001256147870166205,7
RS_mediapipe/Frame Extraction,0.00854012881431213,0.009762330624040562,1034
RS_mediapipe/Keypoint Extraction,0.045821671453578655,0.02354013784743385,1034
RS_mediapipe/PCD Publishing,0.0002658951973965566,0.00024246757556722862,998
RS_mediapipe/Point Cloud Generation,0.0002769471566750392,0.00042721632665164005,1034
RS_mediapipe/Point Cloud Transformation/Alignment,7.824366232174197e-05,3.5196067142848186e-05,998
