Component,mean,std,count
LTE/Fitting,0.3396974219999909,0.14508216345994834,6
LTE/Trajectory Update,0.025754139166679083,0.005356518371384177,6
PCD_dynamic/PCD Message Handling & Preprocessing,1.851532317038684e-06,1.3375636303532184e-06,263
PCD_keypoints/Keypoints entire pipeline,0.00038989333332508334,0.00012094200854836206,6
RS_mediapipe/Frame Extraction,0.008732482445271148,0.008338426504302622,941
RS_mediapipe/Keypoint Extraction,0.04687315666063646,0.013941236727976822,940
RS_mediapipe/PCD Publishing,0.0002614796961752992,0.00010784071138301982,915
RS_mediapipe/Point Cloud Generation,0.00026937931236718446,0.00047771910639420756,938
RS_mediapipe/Point Cloud Transformation/Alignment,8.33674502728105e-05,3.765650039323039e-05,915
