Component,mean,std,count
LTE/Fitting,0.47839210900002627,0.3557243734786441,4
LTE/Trajectory Update,0.03723453850000165,0.025995594862742603,4
PCD_dynamic/PCD Message Handling & Preprocessing,2.0379665486180605e-06,2.7651722442051797e-06,299
PCD_keypoints/Keypoints entire pipeline,0.000384945749885875,9.133233666482898e-05,4
RS_mediapipe/Frame Extraction,0.008339039295889108,0.008752871081375641,1264
RS_mediapipe/Keypoint Extraction,0.0457410475743644,0.02222562001021687,1264
RS_mediapipe/PCD Publishing,0.00025635328273281396,0.00016240527000684996,1245
RS_mediapipe/Point Cloud Generation,0.00022985461234139798,0.0003219384725018692,1264
RS_mediapipe/Point Cloud Transformation/Alignment,8.10541277098082e-05,0.00013432603546744543,1245
