timestamp,position_x,position_y,position_z
1739892457.6962078,0.6278100791736564,-0.19891389504658902,0.576342838109368
1739892457.6962078,0.6277329613000737,-0.19899086934580976,0.5763108098262271
1739892457.6962078,0.6275792503523021,-0.19914263631025442,0.576245969328637
1739892457.6962078,0.6273497095627272,-0.19936739841439954,0.5761470061857371
1739892457.6962078,0.6270503906122395,-0.19966319846122466,0.5760221240104239
1739892457.6962078,0.6266807196505837,-0.2000286870239281,0.5758672866494424
1739892457.6962078,0.6262434782339037,-0.20046196619771944,0.5756853637531293
1739892457.6962078,0.6257374187519216,-0.2009887503392236,0.5754442471871608
1739892457.6962078,0.625193205115739,-0.20181631335793293,0.5750345643672793
1739892457.6962078,0.6244707428153464,-0.203187329931171,0.5741488780764735
1739892457.6962078,0.623536573526308,-0.20503857644720574,0.5728099757136302
1739892457.6962078,0.6223697185187916,-0.20718897505939926,0.5711222223016382
1739892457.6962078,0.620976279972516,-0.20933358657163256,0.5692982420826966
1739892457.6962078,0.6194606061792236,-0.21139878708537505,0.5675163139606576
1739892457.6962078,0.6178941182654923,-0.21342909961088574,0.5658413760361464
1739892457.6962078,0.6163739568397548,-0.2155176410401408,0.5642510793534219
1739892457.6962078,0.614951676531966,-0.21766149066508894,0.5627527970418675
1739892457.6962078,0.6136256429003979,-0.22005501290833976,0.561161488687858
1739892457.6962078,0.6124839848922137,-0.22281861861113406,0.5593888273546238
1739892457.6962078,0.6115048257584609,-0.22618401591675702,0.5571987621795456
1739892457.6962078,0.6106735757735533,-0.2302601130702062,0.5544383335101034
1739892457.6962078,0.609947699094534,-0.2349553700042241,0.5510691189192409
1739892457.6962078,0.6094147751461501,-0.24004476282884707,0.5473262874741751
1739892457.6962078,0.6091021253280283,-0.24528602960830848,0.5433074063744056
1739892457.6962078,0.6088904251533006,-0.25047644052312756,0.5389177090258439
1739892457.6962078,0.6087474549163339,-0.255513484774514,0.5341291041817198
1739892457.6962078,0.6085572165662654,-0.2603793792000631,0.5288211749882533
1739892457.6962078,0.6081979575590158,-0.2650988982825803,0.5228441701126237
1739892457.6962078,0.6076948377411319,-0.269575817265833,0.5162950902399123
1739892457.6962078,0.6069613018265405,-0.2738127409094719,0.5091342994584056
