position_x,position_y,position_z
6.067051741165527812e-01,-4.349267509503918494e-01,1.527777273803829772e-01
6.066536735175499517e-01,-4.346894443228274674e-01,1.526057403046621741e-01
6.065962765466224038e-01,-4.344465614449421476e-01,1.524263005104869173e-01
6.065362072162528984e-01,-4.342031628019673573e-01,1.522448299646269043e-01
6.064823582990200856e-01,-4.339698501301024747e-01,1.520751940175693040e-01
6.064237644825555273e-01,-4.337331240760605722e-01,1.518994791697543256e-01
6.063604541321572228e-01,-4.334930214559540862e-01,1.517184836839426398e-01
6.062989347491806180e-01,-4.332639235266332878e-01,1.515464767401186186e-01
6.062352417729410803e-01,-4.330397334139980958e-01,1.513769262334169752e-01
6.061655585531344759e-01,-4.328042535188301732e-01,1.511949490772206417e-01
6.060980309696997193e-01,-4.325723172819371798e-01,1.510167055755204657e-01
6.060340181787334801e-01,-4.323508456282519896e-01,1.508482756033609484e-01
6.059613064616835576e-01,-4.321224419808035733e-01,1.506689376549675274e-01
6.058873001260380864e-01,-4.318952191262815932e-01,1.504899622584287278e-01
6.058205846343234224e-01,-4.316797250547642073e-01,1.503256360980441686e-01
6.057500331747529554e-01,-4.314630869155751669e-01,1.501588607551485599e-01
6.056754544961847619e-01,-4.312411114206002316e-01,1.499859780966700251e-01
6.056066134952158286e-01,-4.310257598705477533e-01,1.498223134494636177e-01
6.055375634491555470e-01,-4.308054526371083437e-01,1.496544321387826004e-01
6.054641055631124757e-01,-4.305729994336508493e-01,1.494752710419231523e-01
6.053948391511091431e-01,-4.303428462116226649e-01,1.493008137814908487e-01
6.053275397371024047e-01,-4.301220832218529688e-01,1.491354076171196030e-01
6.052520605083051564e-01,-4.298960547744974381e-01,1.489607965580159177e-01
6.051763253660470410e-01,-4.296663193180602081e-01,1.487830749347987536e-01
6.051080018093335511e-01,-4.294454769003684391e-01,1.486167719938414344e-01
6.050350884007624774e-01,-4.292190152824955085e-01,1.484453104790830480e-01
6.049603859525141125e-01,-4.289888779844217570e-01,1.482727480205379977e-01
6.048917474987829390e-01,-4.287662687057182120e-01,1.481096710404121719e-01
6.048223649150823444e-01,-4.285401218351119201e-01,1.479451154439071492e-01
6.047533257899723180e-01,-4.283103981278882921e-01,1.477786831614724405e-01
6.046884452442681246e-01,-4.280834260564830296e-01,1.476176967086909042e-01
6.046237305097281745e-01,-4.278539054606783076e-01,1.474563619970662431e-01
6.045578700158028562e-01,-4.276190820759894762e-01,1.472899590275089654e-01
6.044997700207779268e-01,-4.273907276257014609e-01,1.471355804057470906e-01
6.044409613210104393e-01,-4.271617192202756819e-01,1.469827589778487931e-01
6.043783674135098094e-01,-4.269206884895725418e-01,1.468211210623645013e-01
6.043264956980527458e-01,-4.266836412780525833e-01,1.466670023132860268e-01
6.042781295992605273e-01,-4.264450060008238563e-01,1.465149755049283131e-01
6.042251975172403533e-01,-4.261944563567121591e-01,1.463528127205426799e-01
6.041772738524242570e-01,-4.259461618195772292e-01,1.461938361047190882e-01
6.041362315286868956e-01,-4.257015167405504008e-01,1.460441373828495482e-01
6.040894861035795982e-01,-4.254431841460946107e-01,1.458827996038224994e-01
6.040428471015223399e-01,-4.251831763463530534e-01,1.457214250111490972e-01
6.040008304667610073e-01,-4.249320974062282263e-01,1.455677515746195971e-01
6.039531432713293180e-01,-4.246696395818969627e-01,1.454053764287878137e-01
6.039075868617289622e-01,-4.244061326789007604e-01,1.452453265710414998e-01
6.038700622826604913e-01,-4.241583240189653603e-01,1.451021560698088630e-01
6.038261088950365174e-01,-4.239074164374286857e-01,1.449533117075326172e-01
6.037788705766806707e-01,-4.236535083216739772e-01,1.448009269626983619e-01
6.037410356500847453e-01,-4.234028012994388579e-01,1.446572546450608510e-01
6.037024052999329093e-01,-4.231426980255643677e-01,1.445062637566999209e-01
6.036654927033779927e-01,-4.228749894362682782e-01,1.443479695229600013e-01
6.036409639072205513e-01,-4.226147733321123923e-01,1.442007471536990715e-01
6.036123206060468593e-01,-4.223497896305591914e-01,1.440470341594688453e-01
6.035747531295281298e-01,-4.220794734343553678e-01,1.438838886197563727e-01
6.035425375976207762e-01,-4.218185049965531008e-01,1.437306426997086994e-01
6.035062806661742885e-01,-4.215503958661498407e-01,1.435729758502600761e-01
6.034624901225368321e-01,-4.212725473657901176e-01,1.434073716520614661e-01
6.034170788469401803e-01,-4.209990929971573759e-01,1.432461320050805731e-01
6.033649410969706972e-01,-4.207208026675716139e-01,1.430810797954604197e-01
6.033061022002877971e-01,-4.204403253293560461e-01,1.429147110166726353e-01
6.032425747990818321e-01,-4.201605451237305777e-01,1.427483828666102905e-01
6.031761387163206978e-01,-4.198719554416264765e-01,1.425742100476580232e-01
6.031129350144943668e-01,-4.195872411768329369e-01,1.424054111651293919e-01
6.030501361113127512e-01,-4.193060140833049232e-01,1.422410185241080871e-01
6.029812725988740185e-01,-4.190166778916240009e-01,1.420700770756889164e-01
6.029196668400934600e-01,-4.187317054310782383e-01,1.419066581173908936e-01
6.028567414910775968e-01,-4.184428244161664812e-01,1.417408076953502460e-01
6.027891152273957553e-01,-4.181466544655360051e-01,1.415672258675403083e-01
6.027261304513045204e-01,-4.178615037891223460e-01,1.414019993544221032e-01
6.026586097168835643e-01,-4.175715082519050880e-01,1.412320397195609700e-01
6.025894410408882962e-01,-4.172744378332135518e-01,1.410548474946343445e-01
6.025267639923183038e-01,-4.169864166705105624e-01,1.408871687316827215e-01
6.024598128631946103e-01,-4.166918240841294696e-01,1.407124854743498354e-01
6.023911664187739934e-01,-4.163984729868185908e-01,1.405371702613081308e-01
6.023284762555907168e-01,-4.161140526720965016e-01,1.403734453393589154e-01
6.022626419055752134e-01,-4.158179511308074394e-01,1.402024464851873153e-01
6.022004501010415067e-01,-4.155232557099558521e-01,1.400358408281905942e-01
6.021405562147659207e-01,-4.152310074171081111e-01,1.398711072200849448e-01
6.020737541651390856e-01,-4.149234215912482870e-01,1.396924790084060897e-01
6.020091952710099337e-01,-4.146234774274018542e-01,1.395172584875652988e-01
6.019417117099092884e-01,-4.143310965860990125e-01,1.393451963052476095e-01
6.018670100676954959e-01,-4.140322236527177457e-01,1.391648572479609602e-01
6.017943381222600197e-01,-4.137451555680724535e-01,1.389920019076857360e-01
6.017146790383535171e-01,-4.134585275063454857e-01,1.388188827435918316e-01
6.016259623807455048e-01,-4.131668182315651472e-01,1.386422521744083425e-01
6.015344972974295823e-01,-4.128848513979497814e-01,1.384723773212261366e-01
6.014361216402922539e-01,-4.126020580794818038e-01,1.383015276536852245e-01
6.013319304195517967e-01,-4.123184711518632084e-01,1.381326647491344373e-01
6.012222123113374339e-01,-4.120336430383635951e-01,1.379643810321795061e-01
6.011088973500073873e-01,-4.117454000577847606e-01,1.377938069936811560e-01
6.010036376398822933e-01,-4.114666550193216144e-01,1.376340237542597045e-01
6.008965007541607894e-01,-4.111840322498244160e-01,1.374741181697889392e-01
6.007834495744956982e-01,-4.108927650769007012e-01,1.373101351510270796e-01
6.006774193740074264e-01,-4.106063883311518170e-01,1.371557789016214501e-01
6.005719625268808315e-01,-4.103123423288898008e-01,1.369976779167829117e-01
6.004677586236084608e-01,-4.100099801352441453e-01,1.368385388707096251e-01
6.003732958036726020e-01,-4.097101365502412440e-01,1.366874715496672055e-01
6.002762310030038684e-01,-4.094001077110059894e-01,1.365282253988772954e-01
6.001853835103097001e-01,-4.090913784374103912e-01,1.363681823177430308e-01
6.001040010014815351e-01,-4.087887492920829757e-01,1.362137786425826336e-01
6.000174432667281232e-01,-4.084745149497013839e-01,1.360492107396716888e-01
5.999407342219110761e-01,-4.081655214129599196e-01,1.358922437729832011e-01
5.998689634749982957e-01,-4.078632045135461848e-01,1.357456394778299436e-01
5.997935058402376063e-01,-4.075515130458950419e-01,1.355931490189203892e-01
5.997228983092077748e-01,-4.072460256820671920e-01,1.354472005053621864e-01
5.996479040874005406e-01,-4.069441938997867547e-01,1.352962742551497288e-01
5.995653016917831257e-01,-4.066334491099826143e-01,1.351334547211647807e-01
5.994924155849153946e-01,-4.063296591394014445e-01,1.349812519209992456e-01
5.994202699653337074e-01,-4.060213034096101792e-01,1.348330824476243750e-01
5.993436231071542775e-01,-4.057010749043690745e-01,1.346786239900656379e-01
5.992773838411592502e-01,-4.053867493809186762e-01,1.345309744739466296e-01
5.992160175878703532e-01,-4.050644030026431808e-01,1.343799371943105170e-01
5.991557743685079762e-01,-4.047373407976640469e-01,1.342204978659681525e-01
5.991022643288338445e-01,-4.044176024103928735e-01,1.340637545439272715e-01
5.990483351071366203e-01,-4.040936570165317709e-01,1.339023466243640659e-01
5.989969057455782897e-01,-4.037634037322093139e-01,1.337402770169510702e-01
5.989467955998656334e-01,-4.034283055923498784e-01,1.335754991045342011e-01
5.988933163749550204e-01,-4.030830690857747922e-01,1.334010933019744161e-01
5.988463312468679245e-01,-4.027390825982465894e-01,1.332323553288778939e-01
5.987959096666168879e-01,-4.023928360876469768e-01,1.330606934455482171e-01
5.987376605567170662e-01,-4.020486424875280296e-01,1.328830016551856563e-01
5.986819857393731459e-01,-4.017173981197020294e-01,1.327120247261536212e-01
5.986216269869961693e-01,-4.013814779024701962e-01,1.325352859444741960e-01
5.985616771313071460e-01,-4.010424983639302443e-01,1.323578691194162993e-01
5.985069237813498422e-01,-4.007048982240707935e-01,1.321857436119843743e-01
5.984489092613729522e-01,-4.003543348060541462e-01,1.320051202958625325e-01
5.983940523339984496e-01,-4.000100512728265723e-01,1.318297621536572706e-01
5.983391043364495454e-01,-3.996632406858824926e-01,1.316533706502779344e-01
5.982828338374203136e-01,-3.993076862008332339e-01,1.314732875821663649e-01
5.982347447578943989e-01,-3.989646050302112501e-01,1.313053041464174453e-01
5.981799918717181086e-01,-3.986188713653815441e-01,1.311317094706820341e-01
5.981254405282264708e-01,-3.982702760448065260e-01,1.309583428711476594e-01
5.980772930178167579e-01,-3.979233274188500591e-01,1.307903782566401385e-01
5.980240011730280081e-01,-3.975691522858006977e-01,1.306159298237569710e-01
5.979713602230380953e-01,-3.972189297841650646e-01,1.304429898948337163e-01
5.979182573886945296e-01,-3.968711155322910966e-01,1.302725619832352799e-01
5.978587656156659769e-01,-3.965160942989050530e-01,1.300938381433878466e-01
5.978085179757814949e-01,-3.961685945856752156e-01,1.299271317804963632e-01
5.977561538362287097e-01,-3.958190353470874556e-01,1.297586978393296397e-01
5.976974971469614095e-01,-3.954715241077138010e-01,1.295864054607487048e-01
5.976413505788348290e-01,-3.951365292927829787e-01,1.294224709761350456e-01
5.975822950952873747e-01,-3.948026216683245271e-01,1.292570767701283208e-01
5.975189172433656992e-01,-3.944711914633771688e-01,1.290891398926000966e-01
5.974566713816599206e-01,-3.941356392728985747e-01,1.289212719287079478e-01
5.973940668573737289e-01,-3.937976541677022935e-01,1.287516929086227890e-01
5.973349287004983132e-01,-3.934723577225773816e-01,1.285914496260334716e-01
5.972654777883600330e-01,-3.931496536951712417e-01,1.284251504012201006e-01
5.971913471622906089e-01,-3.928331479550810634e-01,1.282578357739981023e-01
5.971225257661259000e-01,-3.925257467331197958e-01,1.280981208978836383e-01
5.970537058680895903e-01,-3.922084049020745922e-01,1.279347618743146286e-01
5.969867437908095154e-01,-3.918951132403145077e-01,1.277747270110109468e-01
5.969188178191747740e-01,-3.915873588151692619e-01,1.276163847739784918e-01
5.968429353773966328e-01,-3.912726682644622200e-01,1.274480844955343528e-01
5.967714722140181616e-01,-3.909629272383394194e-01,1.272841975308275919e-01
5.966998470810801480e-01,-3.906520023782991680e-01,1.271195377988920128e-01
5.966275430084865272e-01,-3.903325296798612620e-01,1.269516468572315371e-01
5.965651140927203944e-01,-3.900223982899644337e-01,1.267970415231801096e-01
5.964972384263087513e-01,-3.897137900679846778e-01,1.266398478799093397e-01
5.964261313823270294e-01,-3.894042382136233549e-01,1.264784071570225488e-01
5.963641937283675754e-01,-3.891011611019694061e-01,1.263259210360709872e-01
5.963005851998250950e-01,-3.887872247681769533e-01,1.261681899892198588e-01
5.962346122897654865e-01,-3.884636549225028435e-01,1.260031208474290954e-01
5.961776496406290260e-01,-3.881438234737885629e-01,1.258471453297739517e-01
5.961152104771070270e-01,-3.878210161488889196e-01,1.256850614994447501e-01
5.960493426310219389e-01,-3.875017397819733311e-01,1.255202648431488766e-01
5.959903114009890146e-01,-3.871878541117562689e-01,1.253634997767648640e-01
5.959303533808441022e-01,-3.868608946142981786e-01,1.252032420710240124e-01
5.958732115681353303e-01,-3.865292445229194240e-01,1.250430304517872460e-01
5.958233822108127686e-01,-3.861997833752766618e-01,1.248897157737651614e-01
5.957646639804653477e-01,-3.858706419390308673e-01,1.247300327592546221e-01
5.957013608179128061e-01,-3.855481369329126773e-01,1.245683394427001267e-01
5.956389675959462560e-01,-3.852239248038352715e-01,1.244064279289825020e-01
5.955779765306400408e-01,-3.848933502087556469e-01,1.242435899269536542e-01
5.955204421065802833e-01,-3.845706442956687843e-01,1.240876176979090473e-01
5.954594249578401000e-01,-3.842463856234386022e-01,1.239295619012445032e-01
5.953927726071218673e-01,-3.839203802355523054e-01,1.237665402548771137e-01
5.953324027105213467e-01,-3.836103271441916318e-01,1.236124738277228213e-01
5.952697883290121172e-01,-3.832938517845526638e-01,1.234535468565500366e-01
5.952058067051710921e-01,-3.829717774958921184e-01,1.232913129130120411e-01
5.951523716099222927e-01,-3.826576620351181957e-01,1.231377726098864117e-01
5.950940281793832831e-01,-3.823346323689174597e-01,1.229772495726230291e-01
5.950336245731376872e-01,-3.820145091218664635e-01,1.228136949471090589e-01
5.949776101845649645e-01,-3.817072740890378180e-01,1.226538736544968561e-01
