position_x,position_y,position_z
5.949196739888744645e-01,-3.813939984288388652e-01,1.224872248321149659e-01
5.948692474147431186e-01,-3.810844809471916617e-01,1.223239982912295437e-01
5.948281466698306374e-01,-3.807919327522152897e-01,1.221714238992029078e-01
5.947800761830570604e-01,-3.804963166841763833e-01,1.220082917965935182e-01
5.947317273774190838e-01,-3.802041258549619385e-01,1.218447136055179764e-01
5.946852821292176738e-01,-3.799220183942836337e-01,1.216845744892032927e-01
5.946294316922712264e-01,-3.796340350233033401e-01,1.215136229805508505e-01
5.945690715936563508e-01,-3.793481752739817914e-01,1.213381820720133286e-01
5.945123610221580979e-01,-3.790718768991387377e-01,1.211724334330576691e-01
5.944434889376958298e-01,-3.787903802619707605e-01,1.209985202005614824e-01
5.943690341246889997e-01,-3.785095457845458200e-01,1.208217871284389400e-01
5.943002356486000171e-01,-3.782371723100838024e-01,1.206528795020749695e-01
5.942241229458390395e-01,-3.779575734097239681e-01,1.204765621305513151e-01
5.941402046923615066e-01,-3.776775781788721531e-01,1.202950373896552322e-01
5.940562006091171243e-01,-3.774091122941659049e-01,1.201160059115860962e-01
5.939646358571147866e-01,-3.771382301143664240e-01,1.199290182856577736e-01
5.938723707976878430e-01,-3.768669100338249422e-01,1.197411393862327506e-01
5.937795331610318250e-01,-3.765961393040598848e-01,1.195523749684954118e-01
5.936842425425650216e-01,-3.763185978411503485e-01,1.193571830191955119e-01
5.935984346980711646e-01,-3.760497971891108571e-01,1.191666527094703831e-01
5.935105654861472235e-01,-3.757827524251766693e-01,1.189719410900423602e-01
5.934219994677621957e-01,-3.755131812991393536e-01,1.187743762440266193e-01
5.933458490498849658e-01,-3.752484942949360636e-01,1.185853680840663615e-01
5.932695536308758566e-01,-3.749751802628555342e-01,1.183895869561573388e-01
5.931941875238506690e-01,-3.747008788210562935e-01,1.181921006077638892e-01
5.931261054514745945e-01,-3.744360811307474446e-01,1.180020147250285534e-01
5.930544265201523890e-01,-3.741601484990238480e-01,1.178021319565344949e-01
5.929877807586616534e-01,-3.738853424580570461e-01,1.176014341481604608e-01
5.929242569969599419e-01,-3.736170607152052292e-01,1.174016603795443037e-01
5.928563692009798380e-01,-3.733453901012948051e-01,1.171958242940826511e-01
5.927919385653370732e-01,-3.730879849206659715e-01,1.170023240492585187e-01
5.927222054591870792e-01,-3.728347728195121058e-01,1.168136710686963758e-01
5.926435214010468133e-01,-3.725804344807065460e-01,1.166203629772690625e-01
5.925759363209099906e-01,-3.723382804431902837e-01,1.164347896093251566e-01
5.925114642128607167e-01,-3.720928208508721413e-01,1.162446236243812464e-01
5.924441061978970025e-01,-3.718416898177575591e-01,1.160483872387281928e-01
5.923814318790329159e-01,-3.715985526002082984e-01,1.158606172108245097e-01
5.923117007691088842e-01,-3.713523018085339022e-01,1.156708388095410989e-01
5.922388584721364202e-01,-3.711064051979412470e-01,1.154816805139152330e-01
5.921743941596785410e-01,-3.708696868769310040e-01,1.152993424293633357e-01
5.921096914081670493e-01,-3.706261786727174656e-01,1.151094947291782383e-01
5.920478853722984658e-01,-3.703806880774867527e-01,1.149199220134527050e-01
5.919909063390424997e-01,-3.701420949717494358e-01,1.147377370671347763e-01
5.919307136257153656e-01,-3.698981975983605119e-01,1.145539270714211882e-01
5.918769544567643592e-01,-3.696552744060054296e-01,1.143713017048925557e-01
5.918338073874679361e-01,-3.694121750616428113e-01,1.141865508606251245e-01
5.918004903191047550e-01,-3.691664349132480760e-01,1.139975088545954612e-01
5.917790592384010173e-01,-3.689311219955661025e-01,1.138179335936576192e-01
5.917563194963733064e-01,-3.686939588444187454e-01,1.136380875720297279e-01
5.917359782750825081e-01,-3.684495794618212194e-01,1.134520209553035452e-01
5.917364081947684706e-01,-3.682173586947227184e-01,1.132768556844374191e-01
5.917357952472666049e-01,-3.679826274853630341e-01,1.130996369695540654e-01
5.917326843223046362e-01,-3.677432340088961360e-01,1.129169690243556484e-01
5.917502592671906037e-01,-3.675131983557917703e-01,1.127402863833173452e-01
5.917737453538040038e-01,-3.672816697154823173e-01,1.125618364906515317e-01
5.917905708706138190e-01,-3.670411350754129165e-01,1.123766712902585230e-01
5.918212463361219866e-01,-3.668074832130963081e-01,1.121995471561455654e-01
5.918560240807314576e-01,-3.665789822309964419e-01,1.120265541915869550e-01
5.918838137157983459e-01,-3.663416515322467371e-01,1.118479415902388779e-01
5.919255276605391858e-01,-3.661121640273535260e-01,1.116759920144881624e-01
5.919755200254993577e-01,-3.658942512838619376e-01,1.115145589334063103e-01
5.920188303121838302e-01,-3.656679077268651934e-01,1.113460887001489763e-01
5.920672957682182602e-01,-3.654418285129059640e-01,1.111811728285161532e-01
5.921211597685219763e-01,-3.652252035935284469e-01,1.110263822012014651e-01
5.921746911641174727e-01,-3.650082543758117470e-01,1.108667603247734390e-01
5.922234407337315654e-01,-3.647815057980285935e-01,1.106976445941451059e-01
5.922775874375882932e-01,-3.645626517861559335e-01,1.105356546332516982e-01
5.923380872941519382e-01,-3.643520707554817051e-01,1.103793719182145638e-01
5.923880952532737387e-01,-3.641353671356951094e-01,1.102181486529675708e-01
5.924416404671394298e-01,-3.639139044790816180e-01,1.100529949205433372e-01
5.925099006748626440e-01,-3.637042132085320234e-01,1.098966047826736708e-01
5.925750713948179094e-01,-3.634907023584220132e-01,1.097375297094765750e-01
5.926361825178089182e-01,-3.632706105272403008e-01,1.095715080087693860e-01
5.926976709738640547e-01,-3.630541882986634827e-01,1.094099316807979894e-01
5.927674715441766384e-01,-3.628452790291677443e-01,1.092538671756030227e-01
5.928338984944651058e-01,-3.626267480836821155e-01,1.090913274557564344e-01
5.928942724669530318e-01,-3.624032132048448096e-01,1.089277219541261582e-01
5.929611914371195613e-01,-3.621830292162962484e-01,1.087685078487269363e-01
5.930225152635679731e-01,-3.619655443160771369e-01,1.086114880576885822e-01
5.930747698808825907e-01,-3.617406719741221854e-01,1.084485650482307356e-01
5.931351294400912799e-01,-3.615196365374380161e-01,1.082882655054461518e-01
5.931963346803541537e-01,-3.613023226898839924e-01,1.081346663247052531e-01
5.932525179694337902e-01,-3.610787476595629375e-01,1.079787576646842190e-01
5.933016480147770277e-01,-3.608454891671565301e-01,1.078211547042047663e-01
5.933580190356380069e-01,-3.606221085671314497e-01,1.076768081876965100e-01
5.934171971343347174e-01,-3.603996993513216562e-01,1.075329379678284375e-01
5.934638383433609166e-01,-3.601657953777432919e-01,1.073794421573178448e-01
5.935055920647442917e-01,-3.599307030848561406e-01,1.072279016113748679e-01
5.935523330526647490e-01,-3.597062961852459662e-01,1.070855326026579207e-01
5.935906381834455958e-01,-3.594767161806687872e-01,1.069440491591304027e-01
5.936188060804394873e-01,-3.592318920449180664e-01,1.067976532980875193e-01
5.936577429427871699e-01,-3.589846878046662471e-01,1.066543550653039907e-01
5.937022738890507245e-01,-3.587430217440349955e-01,1.065168982005777337e-01
5.937361300901292660e-01,-3.584941861162962429e-01,1.063750964987122266e-01
5.937626501331405571e-01,-3.582341890382066407e-01,1.062284466344083911e-01
5.937977517614593248e-01,-3.579811444674853571e-01,1.060894904109407899e-01
5.938309345948873386e-01,-3.577334769576207552e-01,1.059572240604981647e-01
5.938517485537668783e-01,-3.574725214948799579e-01,1.058201684147275778e-01
5.938737611084269341e-01,-3.572076653899439180e-01,1.056840278397385841e-01
5.939089231976304450e-01,-3.569534434790252453e-01,1.055568268883398247e-01
5.939352663119218390e-01,-3.566973959077833212e-01,1.054262810284869317e-01
5.939448803402629373e-01,-3.564278320227892149e-01,1.052888881739383192e-01
5.939545534329679910e-01,-3.561569177988177515e-01,1.051553122381975042e-01
5.939730721225523480e-01,-3.558958759842820174e-01,1.050293218471533424e-01
5.939798063823438223e-01,-3.556330061133120002e-01,1.048979824114855963e-01
5.939724442648691705e-01,-3.553605774461052746e-01,1.047603037117340180e-01
5.939685020875979937e-01,-3.550909452551883061e-01,1.046333881980179847e-01
5.939656241929984759e-01,-3.548223569701729474e-01,1.045116316103901904e-01
5.939539719230805259e-01,-3.545413759707496393e-01,1.043815680768022253e-01
5.939408300555298892e-01,-3.542551513063024182e-01,1.042478141661439678e-01
5.939364463349232626e-01,-3.539777027332685622e-01,1.041204088769181746e-01
5.939240552912684601e-01,-3.536980582915753013e-01,1.039909863047836641e-01
5.938956083014073073e-01,-3.534108842802951567e-01,1.038560219467922208e-01
5.938591026423606367e-01,-3.531289783825103390e-01,1.037222417476904718e-01
5.938128609963527760e-01,-3.528469388466327072e-01,1.035897881008973620e-01
5.937509207873961081e-01,-3.525536840645231429e-01,1.034519466142169858e-01
5.936876628455046712e-01,-3.522671315135938452e-01,1.033202739135490461e-01
5.936231065673955865e-01,-3.519852397301784785e-01,1.031906040311035139e-01
5.935457311237654077e-01,-3.516930874847060684e-01,1.030514124961728339e-01
5.934668291992152289e-01,-3.514062866017363951e-01,1.029140452783354892e-01
5.933912572921062889e-01,-3.511257824156690521e-01,1.027828334837597446e-01
5.933060809518451162e-01,-3.508331933460870355e-01,1.026428742806798772e-01
5.932181746931208810e-01,-3.505395808986356276e-01,1.025012732431503093e-01
5.931360533050319406e-01,-3.502550043876455077e-01,1.023684156847914778e-01
5.930437469543881068e-01,-3.499606827133193709e-01,1.022270897016187563e-01
5.929447792462606559e-01,-3.496603792711934777e-01,1.020800087171695181e-01
5.928532309133502931e-01,-3.493664113859800135e-01,1.019397733642452147e-01
5.927571794518818882e-01,-3.490702764945144421e-01,1.017961969139488249e-01
5.926585286461212299e-01,-3.487751721852553333e-01,1.016525559169887405e-01
5.925668096549318031e-01,-3.484891399262007305e-01,1.015197138456964271e-01
5.924702558046577305e-01,-3.481963469677142875e-01,1.013829075835137317e-01
5.923734503196065315e-01,-3.479002291512570677e-01,1.012444196278989850e-01
5.922840177429503639e-01,-3.476172199948449615e-01,1.011155068937999030e-01
5.921870698984273984e-01,-3.473321394786883509e-01,1.009806706227551337e-01
5.920831916264981398e-01,-3.470339755545728266e-01,1.008357326233772361e-01
5.919909551487055888e-01,-3.467449567752273198e-01,1.007016187617376796e-01
5.918984098760953216e-01,-3.464561010691801224e-01,1.005670180922777629e-01
5.918009696844628298e-01,-3.461600524902601062e-01,1.004278243236191998e-01
5.917101293070977652e-01,-3.458726410302571663e-01,1.002930680193087759e-01
5.916209830769785238e-01,-3.455818131721415942e-01,1.001557323683002487e-01
5.915336503047714523e-01,-3.452797934181768280e-01,1.000129160323612737e-01
5.914566247262148524e-01,-3.449834599807473645e-01,9.987531209083332084e-02
5.913835734076766659e-01,-3.446878999731083359e-01,9.973708868245918790e-02
5.913121355680419633e-01,-3.443840543803254883e-01,9.959327952270304041e-02
5.912465124091892399e-01,-3.440848042837107434e-01,9.945041001746385279e-02
5.911814906412014015e-01,-3.437863693645007990e-01,9.930521307635498118e-02
5.911177220637221508e-01,-3.434850110061638540e-01,9.915789042325820479e-02
5.910617639025785852e-01,-3.431940035005877632e-01,9.902082621149545238e-02
5.910072004154219849e-01,-3.428993454762360171e-01,9.888537584945356063e-02
5.909543545868061187e-01,-3.425982711771057843e-01,9.874595445083672596e-02
5.909141004787716867e-01,-3.423103773400172356e-01,9.861517737595543176e-02
5.908777779255938167e-01,-3.420255953760281686e-01,9.848286537868145007e-02
5.908461967702932638e-01,-3.417378413734674658e-01,9.834483115893892513e-02
5.908300142794219445e-01,-3.414582606555779387e-01,9.821168362308191346e-02
5.908248730731497922e-01,-3.411863170743679174e-01,9.808346372169396421e-02
5.908146057017548136e-01,-3.409074965977200722e-01,9.794762154714951874e-02
5.908058887102241030e-01,-3.406302257831107516e-01,9.781437595781723726e-02
5.908121405368010892e-01,-3.403628973425782411e-01,9.769224262619061183e-02
5.908226503033066068e-01,-3.400919058551480356e-01,9.756746144706966717e-02
5.908356763629563080e-01,-3.398161816209905872e-01,9.743811348259850957e-02
5.908587934488969129e-01,-3.395514336559267710e-01,9.731711493593551976e-02
5.908877378993980800e-01,-3.392912440766459037e-01,9.720193039303549887e-02
5.909170339930867044e-01,-3.390207058298944642e-01,9.707825877969224193e-02
5.909636672024012327e-01,-3.387544086720024605e-01,9.695670875894205065e-02
5.910227363729968486e-01,-3.384968588553141089e-01,9.684070345147421932e-02
5.910804028492223638e-01,-3.382322023677307721e-01,9.672156968234563168e-02
5.911400229290318942e-01,-3.379532202278737185e-01,9.659446923449616085e-02
5.912032143279546403e-01,-3.376795256772043285e-01,9.646742198869927287e-02
5.912732704048999643e-01,-3.374181938553165727e-01,9.634613474007788780e-02
5.913507250804003190e-01,-3.371522353108534209e-01,9.622187816236590918e-02
5.914280161692209159e-01,-3.368796473206913111e-01,9.609576713572917650e-02
5.915114509994063852e-01,-3.366119898035261904e-01,9.597422833661507779e-02
5.916034988639041758e-01,-3.363540525290059091e-01,9.585882746546951771e-02
5.916858470946078086e-01,-3.360869247808038196e-01,9.573767273718788995e-02
5.917678328201458893e-01,-3.358119234017932775e-01,9.561252662240869726e-02
5.918581367451080100e-01,-3.355464871054373299e-01,9.548830061407480307e-02
5.919467453453353123e-01,-3.352919045748360971e-01,9.536914888290765058e-02
5.920280953801168033e-01,-3.350330254410416320e-01,9.524360992985657359e-02
5.921076911673349707e-01,-3.347705660365974945e-01,9.511860161966229077e-02
5.921867328699430555e-01,-3.345138736904061938e-01,9.499899062308900244e-02
5.922718792290238010e-01,-3.342617225942717263e-01,9.487735047573889191e-02
5.923494979958378037e-01,-3.340015871138665715e-01,9.474972936782150024e-02
5.924218332978771206e-01,-3.337373779912516936e-01,9.462109191518663920e-02
5.925001898479712592e-01,-3.334842397433787076e-01,9.449970083133346632e-02
5.925648921144369696e-01,-3.332360805415539584e-01,9.437742669252061067e-02
5.926167433311440025e-01,-3.329843597308569381e-01,9.424855172973135853e-02
5.926741483908251062e-01,-3.327314555877233793e-01,9.411868841259775353e-02
5.927348418575035804e-01,-3.324925995223266817e-01,9.400066030781753512e-02
5.927809462686797204e-01,-3.322503018160336552e-01,9.387962628134738363e-02
5.928186225791755026e-01,-3.319983064523374661e-01,9.375209546414962902e-02
5.928500092379020980e-01,-3.317469320816330836e-01,9.362536723625108914e-02
5.928762412667567538e-01,-3.315048652645793403e-01,9.350697596593843253e-02
5.928953410349867559e-01,-3.312592940238105466e-01,9.338729288365836545e-02
5.929026598159660155e-01,-3.310048432412457386e-01,9.325731065543620135e-02
5.929027335147156741e-01,-3.307542007818807805e-01,9.312734677939364658e-02
5.929015645848433325e-01,-3.305107201025705432e-01,9.300701833999414081e-02
5.928914214424041429e-01,-3.302649494926309104e-01,9.288856194185883541e-02
5.928698869554017703e-01,-3.300114171287061304e-01,9.276377262754224862e-02
5.928510209371875561e-01,-3.297631630573474304e-01,9.264566998392466390e-02
5.928327988948081106e-01,-3.295233103409049846e-01,9.253725863912294625e-02
5.927973695575408097e-01,-3.292784927781453042e-01,9.242612417716458695e-02
5.927490712591618749e-01,-3.290256723020688612e-01,9.231022092029451953e-02
5.927097030192060023e-01,-3.287802866971561988e-01,9.220609740019670986e-02
5.926666254945985868e-01,-3.285333421509648022e-01,9.210288722195927869e-02
5.926101828827277096e-01,-3.282774854170397161e-01,9.199302495088809706e-02
5.925490222172854482e-01,-3.280090894926678269e-01,9.187673287802773647e-02
5.924968888285905289e-01,-3.277485548597900422e-01,9.176745416354234464e-02
5.924409327115576218e-01,-3.274906398984335776e-01,9.165983559976054185e-02
5.923716396132497897e-01,-3.272214933109295343e-01,9.154717759118054243e-02
5.922962910568144723e-01,-3.269447904191364884e-01,9.143368221562758746e-02
5.922239694532335230e-01,-3.266779310606554576e-01,9.132913609508665209e-02
5.921406633665872166e-01,-3.264053005480517800e-01,9.122129607709157650e-02
5.920515695740259376e-01,-3.261218968119657391e-01,9.110849111071232798e-02
5.919682542639008727e-01,-3.258395857449555844e-01,9.100009537043793340e-02
5.918883936605542351e-01,-3.255598096101317562e-01,9.089594597337476156e-02
5.918002223455897104e-01,-3.252740788379569481e-01,9.078519172962300210e-02
5.917140056904585110e-01,-3.249877331209075626e-01,9.067533248596640338e-02
5.916326490202616917e-01,-3.247000214627858705e-01,9.056824880213093509e-02
5.915457671141904905e-01,-3.244015245450687090e-01,9.045459764508349820e-02
5.914578844470473884e-01,-3.240984945944984097e-01,9.033854611303476778e-02
5.913753135621981905e-01,-3.238050038057595503e-01,9.022942548926206341e-02
5.912905235240324409e-01,-3.235070713787451258e-01,9.011927412819481509e-02
5.912027702903750459e-01,-3.231953367450360326e-01,9.000452009085076199e-02
5.911240717201159400e-01,-3.228922564119428573e-01,8.989893207187762969e-02
5.910416203673634072e-01,-3.225877117439486796e-01,8.978933713880857259e-02
5.909524922656769208e-01,-3.222742357823786263e-01,8.967373765358220561e-02
5.908666178696900806e-01,-3.219696453565618621e-01,8.956296350716114185e-02
5.907809165481757718e-01,-3.216718069009109615e-01,8.945535419425676427e-02
5.906838252101997977e-01,-3.213601907924664158e-01,8.933685139931786534e-02
5.905861384604792486e-01,-3.210474720945828420e-01,8.921687744148885935e-02
5.904979678997172021e-01,-3.207416114076434566e-01,8.910487755685886357e-02
5.904021921246049853e-01,-3.204287600423121329e-01,8.898664140756001872e-02
5.903018177596968119e-01,-3.201192026417302716e-01,8.886733742318340956e-02
5.902058923727158124e-01,-3.198205232334819237e-01,8.875438920246861429e-02
5.901011266476710038e-01,-3.195151288300851489e-01,8.863410888644863983e-02
5.899961401909001868e-01,-3.192113282862009127e-01,8.851426167172518622e-02
5.898945760778618874e-01,-3.189150673706214745e-01,8.839954033824323765e-02
5.897808509761355289e-01,-3.186099612078413523e-01,8.827621915179260925e-02
5.896590311037733789e-01,-3.182976714896502135e-01,8.814381893214404129e-02
5.895484738367037236e-01,-3.179968986144550147e-01,8.802167781672411151e-02
5.894331178399855320e-01,-3.176928620238828604e-01,8.789593877779230957e-02
5.893114786580141429e-01,-3.173812649027863420e-01,8.776573657334918455e-02
5.891964622530191376e-01,-3.170766817481550648e-01,8.764017106286257908e-02
5.890759304744985769e-01,-3.167713107806737760e-01,8.750997537898820566e-02
5.889533169459667539e-01,-3.164622047771393776e-01,8.737783321738962217e-02
5.888352547507136325e-01,-3.161602123595851910e-01,8.725143085652770081e-02
5.887115556904385372e-01,-3.158523536599027737e-01,8.712086684369238498e-02
5.885875371587144800e-01,-3.155396072474299651e-01,8.698898461780694980e-02
5.884645421817074062e-01,-3.152276221939172007e-01,8.685700549354904987e-02
5.883372908672880319e-01,-3.149085663670393997e-01,8.672016006956730083e-02
5.882173287800894768e-01,-3.145957127328663505e-01,8.659056317987645635e-02
5.880943334417990664e-01,-3.142861950534297510e-01,8.646058325383779164e-02
5.879640922310314100e-01,-3.139739134749986449e-01,8.632529077723322120e-02
5.878453847505944463e-01,-3.136762215022808054e-01,8.620064703857188704e-02
5.877266586177198882e-01,-3.133805469080733208e-01,8.607848976860907331e-02
5.876021188977048615e-01,-3.130803632387663682e-01,8.595247263482952427e-02
5.874868572212225137e-01,-3.127894671754725131e-01,8.583498543074920273e-02
5.873690829276897452e-01,-3.124970315898993878e-01,8.571567610660969783e-02
5.872436197735995123e-01,-3.121976470645608792e-01,8.558886538554932866e-02
5.871277943135549959e-01,-3.119061423179464443e-01,8.546987602556291308e-02
5.870128973555037710e-01,-3.116139827955405894e-01,8.535142819072370768e-02
5.868905359612118788e-01,-3.113198963783769257e-01,8.522784702190407125e-02
5.867747943640834185e-01,-3.110347584013201661e-01,8.511152611460510997e-02
5.866599089115049903e-01,-3.107528379601824930e-01,8.499752850343612887e-02
5.865402429941647400e-01,-3.104660350409198522e-01,8.487951096415632946e-02
5.864281865917765346e-01,-3.101882754797813391e-01,8.476871044033980340e-02
5.863138400515360837e-01,-3.099068697796896199e-01,8.465525374565902039e-02
5.861875310598908539e-01,-3.096125038186616774e-01,8.452955196503011970e-02
5.860714637013042516e-01,-3.093294414915741530e-01,8.441025287997580562e-02
5.859629018865595285e-01,-3.090531439663736779e-01,8.429746157745353352e-02
5.858455862351497068e-01,-3.087622919216359563e-01,8.417655427579627536e-02
5.857349295236643494e-01,-3.084729489906031796e-01,8.405698412131322461e-02
5.856346930147078300e-01,-3.081944334244959838e-01,8.394255602828563922e-02
5.855360974847165778e-01,-3.079135955198472052e-01,8.382236216651441085e-02
5.854420750728299705e-01,-3.076287457673710923e-01,8.369949002868000421e-02
5.853587046188916121e-01,-3.073446250807561619e-01,8.357975152434554689e-02
5.852763823819682187e-01,-3.070526877725318071e-01,8.345404845992308862e-02
5.851982183603310350e-01,-3.067594583828911481e-01,8.332861003810410061e-02
5.851286124650380005e-01,-3.064676014542102034e-01,8.320532731068901178e-02
5.850543488288761917e-01,-3.061648613557491072e-01,8.307455433863918104e-02
5.849888220431822550e-01,-3.058602053668708631e-01,8.294225247831288339e-02
5.849360656147033488e-01,-3.055620719920714712e-01,8.281407810088541044e-02
5.848796687828020646e-01,-3.052588808394868236e-01,8.267755133736331974e-02
5.848283093035018254e-01,-3.049518467741559880e-01,8.253791444614069772e-02
5.847901019276239287e-01,-3.046533505954281407e-01,8.240816767684618072e-02
5.847510229120328473e-01,-3.043477068633941296e-01,8.227460060212504755e-02
5.847134033683737409e-01,-3.040323336308745628e-01,8.213577519355294565e-02
5.846968906261321708e-01,-3.037261923121880036e-01,8.200021225621698107e-02
5.846920018841332833e-01,-3.034211623453931805e-01,8.186255137079015420e-02
5.846822398438353829e-01,-3.030972619077766939e-01,8.171510997197593829e-02
5.846803647821606775e-01,-3.027709818298576772e-01,8.156962398815090221e-02
5.846956235843268068e-01,-3.024534854216145430e-01,8.142999598558438301e-02
5.847097316155922542e-01,-3.021276578682456360e-01,8.128055223628995185e-02
5.847226583900209107e-01,-3.018021586894338859e-01,8.113284390350390674e-02
5.847536016951526694e-01,-3.014852851221948016e-01,8.099503554254178228e-02
5.847930830476457675e-01,-3.011637097787835948e-01,8.085296093339593149e-02
5.848323996941688918e-01,-3.008320246554286870e-01,8.070719719041233309e-02
5.848858486525275735e-01,-3.005033753673002628e-01,8.057226240107831505e-02
5.849440541405763749e-01,-3.001693733886156568e-01,8.043543016586045258e-02
5.849856940236191072e-01,-2.998264302809207082e-01,8.028706634985220691e-02
5.850341918547113940e-01,-2.994892333526130157e-01,8.014282227244159951e-02
5.851029972976822258e-01,-2.991622945443869197e-01,8.000778259784231683e-02
5.851645859681482431e-01,-2.988301804019472541e-01,7.987274913838297852e-02
5.852182635217930695e-01,-2.984907408768285864e-01,7.973243963977511006e-02
5.852871007571125439e-01,-2.981592376941651912e-01,7.960287003306606990e-02
5.853554294339369246e-01,-2.978254895808605807e-01,7.947567347569693685e-02
5.854185482693223808e-01,-2.974870862743792532e-01,7.934393105857062700e-02
5.854833442253593034e-01,-2.971522957903789397e-01,7.921399676223521424e-02
5.855475984355824615e-01,-2.968253666131522861e-01,7.908712294569630874e-02
5.856066199650712401e-01,-2.964922477384386301e-01,7.895575034530466496e-02
5.856589379491311531e-01,-2.961605437354639103e-01,7.882777604061534660e-02
5.857184405594163534e-01,-2.958271723632167061e-01,7.870370112052653411e-02
5.857724545961918716e-01,-2.954856154864180517e-01,7.857448754825636927e-02
5.858213533007102791e-01,-2.951448507653521292e-01,7.844433746809735541e-02
5.858733161433143932e-01,-2.948153407644863444e-01,7.831852555462641419e-02
5.859135304250956411e-01,-2.944835499842400339e-01,7.819043246408984016e-02
5.859452257484237814e-01,-2.941416363639144937e-01,7.805659873104732471e-02
5.859935926414978624e-01,-2.938073642234738103e-01,7.793028357768473635e-02
5.860389684213106465e-01,-2.934682075902741438e-01,7.780259003494106873e-02
5.860728116985637337e-01,-2.931169488895376540e-01,7.766836078626826456e-02
5.861123250526825146e-01,-2.927701972317507950e-01,7.753743691818008876e-02
5.861429860503163392e-01,-2.924340225114125391e-01,7.740994771189120549e-02
5.861556845066819843e-01,-2.920862943953368984e-01,7.727042911657257263e-02
5.861727867739252584e-01,-2.917349692684997886e-01,7.712780776874110511e-02
5.861993603478760084e-01,-2.913952707528943975e-01,7.699485958887514192e-02
5.862120747856909286e-01,-2.910520564796020282e-01,7.685778200603564370e-02
5.862250726388174016e-01,-2.907099958687979213e-01,7.672121114379418239e-02
5.862440408642002332e-01,-2.903799959646388706e-01,7.659284152748359331e-02
5.862515087763175980e-01,-2.900530131541930734e-01,7.646044190888930114e-02
5.862671864844896108e-01,-2.897253527879891655e-01,7.632367917332291696e-02
5.863002851554631745e-01,-2.894008928325763064e-01,7.619291725620276623e-02
5.863277243457301058e-01,-2.890666788254188102e-01,7.605986584957778740e-02
5.863501818241710906e-01,-2.887157713418244676e-01,7.591780314419580011e-02
5.863881013707572532e-01,-2.883750035248164312e-01,7.578290442502244595e-02
5.864322059279414301e-01,-2.880400607338652330e-01,7.565214707662060167e-02
5.864704871155308474e-01,-2.876942819320930655e-01,7.551254225374401385e-02
5.865102775654709166e-01,-2.873466385550700330e-01,7.536700673142805729e-02
5.865581430702848653e-01,-2.870072019516566875e-01,7.522636436377490299e-02
5.866086009402415868e-01,-2.866627301141366213e-01,7.508333655268677187e-02
5.866554994359669539e-01,-2.863141405769553671e-01,7.494342015974887750e-02
5.867085850070731246e-01,-2.859745795281991021e-01,7.480810648179743449e-02
5.867591768970514821e-01,-2.856339634304542185e-01,7.466639878933388486e-02
5.868066130359472776e-01,-2.852920942600081222e-01,7.452362503793330539e-02
5.868565159034832002e-01,-2.849553360679125680e-01,7.438339899779139452e-02
5.868972949726243282e-01,-2.846252441458559379e-01,7.424391674952464382e-02
5.869304742050198698e-01,-2.842913975833323836e-01,7.409697862091879639e-02
5.869741518088397170e-01,-2.839651331965997727e-01,7.395561159227048709e-02
5.870129872703891971e-01,-2.836434984279597726e-01,7.381770108270639674e-02
5.870409113592190975e-01,-2.833160653300648701e-01,7.367410696648868385e-02
5.870688929057366057e-01,-2.829918044535744137e-01,7.353276761274070428e-02
5.870954942927044673e-01,-2.826790652575738583e-01,7.339947469437105299e-02
5.871135966850733467e-01,-2.823636392376304149e-01,7.326024212338221042e-02
5.871177306263956064e-01,-2.820507512355373003e-01,7.311497474277278696e-02
5.871205751347541302e-01,-2.817515932426743475e-01,7.298038354844266218e-02
5.871176201672384520e-01,-2.814499617708450252e-01,7.284767630130031812e-02
5.870943927153871034e-01,-2.811420648276898859e-01,7.270875608983397298e-02
5.870640884254154646e-01,-2.808449475297572495e-01,7.257630161416066261e-02
5.870330489940163154e-01,-2.805588879629286048e-01,7.245109913178299221e-02
5.869910406490495003e-01,-2.802672483158556993e-01,7.231883795493515565e-02
5.869457343761428358e-01,-2.799817978762557114e-01,7.218860825566060513e-02
5.869054560128765807e-01,-2.797118669049172834e-01,7.207059287405218062e-02
5.868557537605689767e-01,-2.794440415711736403e-01,7.195296040276766281e-02
5.868027625366870614e-01,-2.791798386481663119e-01,7.183596350047863344e-02
5.867590930414582351e-01,-2.789262839835329189e-01,7.172541272959713499e-02
5.867078948123141124e-01,-2.786734369830131119e-01,7.161339571739633314e-02
5.866426090506214885e-01,-2.784108573031804368e-01,7.149476725601892901e-02
5.865848253095445886e-01,-2.781617623852314924e-01,7.138573855162499981e-02
5.865385689183704176e-01,-2.779231523466219045e-01,7.128627951293158016e-02
5.864880116071072846e-01,-2.776743627242522772e-01,7.118138995891747089e-02
5.864350821780222045e-01,-2.774189969243990861e-01,7.107239838129833509e-02
5.863924911811273510e-01,-2.771773734285508661e-01,7.097232804455637367e-02
5.863493754597227658e-01,-2.769426844227341755e-01,7.087582972245874691e-02
5.862982740836657491e-01,-2.767033928519369579e-01,7.077725444311334935e-02
5.862492549884159576e-01,-2.764626844630286850e-01,7.067773446849501262e-02
5.862120455457504598e-01,-2.762292068047111360e-01,7.058484181452084893e-02
5.861759460561267732e-01,-2.759972916690037748e-01,7.049293204797955903e-02
5.861367075097844159e-01,-2.757620083374089925e-01,7.040083776599317944e-02
5.861030417366216438e-01,-2.755311925936185791e-01,7.031144957091939318e-02
