timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1738685491.0722604,0.0001309309887256085,-2.1768822585480854e-08,1.3759999661723588,-9.350376425303159e-08,-5.95915214480976e-05,0.002215593704363183,0.999997543793673
1738685491.0772417,0.0001309309887256625,-2.17496287040231e-08,1.3759999661723588,-9.349804831501598e-08,-5.959152145781435e-05,0.002215467942791032,0.9999975440723023
1738685491.0822673,0.00013099024308310702,-2.1765808667369384e-08,1.375999966177182,-9.333645988868781e-08,-5.9501582616632664e-05,0.00221557579297335,0.999997543838713
1738685491.0872238,0.00013093098872951975,-2.1745285263965115e-08,1.3759999661723588,-9.349305154999802e-08,-5.95915214649057e-05,0.002215593704363183,0.999997543793673
1738685491.0922241,0.00013099183352317928,-2.1755997535769365e-08,1.3759999661645157,-9.342633322508978e-08,-5.956157823404988e-05,0.002215611757571114,0.9999975437554581
1738685491.0972483,0.0001310527891461305,-2.1773169371844953e-08,1.375999966156655,-9.33457637572787e-08,-5.953158049153194e-05,0.0022156417553437094,0.9999975436907803
1738685491.1022708,0.00013118508379217825,-2.1729389085574515e-08,1.375999966152838,-9.318371039038169e-08,-5.9441696173634794e-05,0.002215647689466622,0.9999975436829793
1738685491.1072302,0.00013127108095756078,-2.1718668586180298e-08,1.3759999661351088,-9.31192059178885e-08,-5.941175294123163e-05,0.0022155338179232057,0.9999975439370521
1738685491.1122231,0.0001313312507580334,-2.1730079093751346e-08,1.3759999661355555,-9.313098838259668e-08,-5.944169626665789e-05,0.002215581814359819,0.9999975438289336
1738685491.1172166,0.00013141729375033728,-2.180038082427461e-08,1.3759999661177966,-9.298354583785341e-08,-5.941175320160183e-05,0.0022157974601550168,0.9999975433529077
1738685491.1222548,0.00013170549078983865,-2.1771374250791014e-08,1.375999966112809,-9.251576951906739e-08,-5.917198906630911e-05,0.002215593704401817,0.9999975438185856
1738685491.1272228,0.00013158939890679094,-2.1769315062656254e-08,1.375999966082276,-9.289572358836662e-08,-5.935181210565617e-05,0.0022155518711297097,0.9999975439006138
1738685491.1322203,0.0001316229781574033,-2.1709375644990764e-08,1.3759999660991191,-9.267567853097998e-08,-5.9201986658867805e-05,0.002215701641847541,0.9999975435776582
1738685491.137226,0.00013164858825502916,-2.175725503591765e-08,1.3759999660870619,-9.273560800324034e-08,-5.92619277952172e-05,0.002215695685917642,0.9999975435873044
1738685491.1422257,0.00013155364148026235,-2.176860523239657e-08,1.3759999660802709,-9.295910328709685e-08,-5.93818098819642e-05,0.0022158634225413524,0.9999975432085244
1738685491.1472309,0.00013162509133138512,-2.1766543685923564e-08,1.3759999660842754,-9.282817108754865e-08,-5.932186887496196e-05,0.002215815513377146,0.9999975433182413
1738685491.1522267,0.00013163471593141625,-2.1752090479431978e-08,1.3759999661005087,-9.260444670405682e-08,-5.917204344387002e-05,0.0022157974601859807,0.9999975433671205
1738685491.1572187,0.00013155152830236877,-2.168084880072156e-08,1.375999966095117,-9.284917052872789e-08,-5.926192757527799e-05,0.002215647689492597,0.999997543693649
1738685491.1622822,0.00013160061394861748,-2.1722889208894488e-08,1.3759999660858437,-9.277731400597253e-08,-5.926198225958231e-05,0.0022157075759453772,0.9999975435609563
1738685491.1672208,0.0001317565163522865,-2.17613235947305e-08,1.3759999660847204,-9.245871372211353e-08,-5.9112102459140665e-05,0.0022158993871695945,0.9999975431448103
1738685491.172234,0.0001316229781625144,-2.1716369467350004e-08,1.3759999660991191,-9.266386629036278e-08,-5.9201986675923776e-05,0.002215803481559448,0.9999975433520061
1738685491.1772287,0.0001315397691574988,-2.17252779680196e-08,1.375999966093723,-9.284629222195533e-08,-5.929192548580146e-05,0.0022158933657851977,0.9999975431475071
1738685491.1822555,0.00013173301942563908,-2.173682928448452e-08,1.3759999660819413,-9.257995804685607e-08,-5.9172043478611663e-05,0.002215911331735701,0.999997543114797
1738685491.1872253,0.00013163809402859017,-2.1744664659297285e-08,1.3759999660751638,-9.280129874161993e-08,-5.929187102783891e-05,0.0022158933657831148,0.9999975431475103
1738685491.192278,0.00013153976916178907,-2.176082138182758e-08,1.375999966093723,-9.281064556974567e-08,-5.9291925556615323e-05,0.0022159592736132458,0.9999975430014598
1738685491.1971886,0.00013153976915619752,-2.1733155438869204e-08,1.375999966093723,-9.2842738195667e-08,-5.9291925491366654e-05,0.002215773538318124,0.9999975434130255
1738685491.2022789,0.00013163809402813977,-2.171434104272822e-08,1.3759999660751638,-9.283032825003966e-08,-5.9291870966285745e-05,0.0022159412204180487,0.9999975430414682
1738685491.2072294,0.0001316145971010388,-2.177760485963594e-08,1.375999966072376,-9.288852450461685e-08,-5.9351812115935754e-05,0.002215743595077026,0.9999975434758199
1738685491.2121048,0.00013157713840776964,-2.1754935604573506e-08,1.37599996608306,-9.286151051697565e-08,-5.932186880937478e-05,0.0022158694439201885,0.9999975431987395
1738685491.2172363,0.00013167332872584465,-2.172854115845632e-08,1.3759999660793392,-9.266265932927144e-08,-5.920198667834726e-05,0.0022158214474977418,0.9999975433121968
1738685491.222286,0.00013176825412294097,-2.1701434824161912e-08,1.3759999660861078,-9.244103317825148e-08,-5.9082159130277024e-05,0.0022158034815724947,0.999997543359093
1738685491.227225,0.00013173301942563908,-2.173682928448452e-08,1.3759999660819413,-9.257109255946566e-08,-5.917204349248183e-05,0.0022157615064958046,0.9999975434467862
1738685491.2321324,0.00013189040143419124,-2.1761289148394046e-08,1.3759999660681435,-9.234740997837348e-08,-5.908221385351786e-05,0.0022158633680264784,0.9999975432263909
1738685491.2372446,0.00013178325916058628,-2.173936882974742e-08,1.3759999660621693,-9.257340357697896e-08,-5.917209803135377e-05,0.0022158214474994314,0.9999975433139658
1738685491.2422628,0.00013192615887313813,-2.1784168722879932e-08,1.3759999660701336,-9.22751334876892e-08,-5.905221609620987e-05,0.0022163247446807632,0.9999975422057062
1738685491.247223,0.00013180446928062707,-2.1730379674401503e-08,1.3759999660859272,-9.24439902292272e-08,-5.911210247877666e-05,0.0022159892714097647,0.9999975429456314
1738685491.2522564,0.00013178325916233998,-2.1761770646020888e-08,1.3759999660621693,-9.255503998110016e-08,-5.917209807620234e-05,0.002216013138715798,0.9999975428891928
1738685491.2572293,0.00013195089932977372,-2.17205770315635e-08,1.3759999660624036,-9.224905949857393e-08,-5.8992274884452325e-05,0.0022158334793535217,0.9999975432979297
